course_number,title,hours,cluster,desc,terms,optional,instructors,prereq
24.00,Problems of Philosophy,3-0-9 units. HASS-H; CI-H,,"Introduction to the problems of philosophy- in particular, to problems in ethics, metaphysics, theory of knowledge, and philosophy of logic, language, and science. A systematic rather than historical approach. Readings from classical and contemporary sources, but emphasis is on examination and evaluation of proposed solutions to the problems. ",U (Fall),,K. Dorst,Prereq: None 
24.01,Classics of Western Philosophy,3-0-9 units. HASS-H; CI-H,,"Introduction to Western philosophical tradition through the study of selected major thinkers such as Plato, Aristotle, Lucretius, Descartes, Hobbes, Leibniz, Locke, Berkeley, Hume, Kant, Nietzsche and Marx. Emphasis on changes of intellectual outlook over time, and the complex interplay of scientific, religious and political concerns that influence the development of philosophical ideas. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Spring)']",,S. Haslanger,Prereq: None 
24.013,Philosophy and the Arts,3-0-9 units. HASS-H; CI-H,,"Explores philosophical questions about art in general, and about the particular arts, such as literature and music. Measures the answers philosophers have proposed to these questions against our own experiences with the arts. Readings include short works of literature. Includes a museum visit with no charge to students. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Fall)']",,B. Skow,Prereq: None 
24.02,Moral Problems and the Good Life,3-0-9 units. HASS-H; CI-H,,"Introduction to important philosophical debates about moral issues and what constitutes a good life: What is right, what is wrong, and why? How important are personal happiness, longevity, and success if one is to live a good life? When is it good for you to get what you want? To what extent are we morally obliged to respect the rights and needs of others? What do we owe the poor, the discriminated, our loved ones, animals and fetuses? ",U (Spring),,S. Berstler,Prereq: None 
24.03,Good Food: The Ethics and Politics of Food,3-0-9 units. HASS-H; CI-H,,"Explores the values (aesthetic, moral, cultural, religious, prudential, political) expressed in the choices of food people eat. Analyzes the decisions individuals make about what to eat, how society should manage food production and consumption collectively, and how reflection on food choices might help resolve conflicts between different values. ","['U (Spring)', 'Not offered regularly; consult department']",,S. Haslanger,Prereq: None 
24.04[J],Justice,3-0-9 units. HASS-H; CI-H,Same subject as 17.01[J],"Provides an introduction to contemporary political thought centered around the ideal of justice and the realities of injustice. Examines what a just society might look like and how we should understand various forms of oppression and domination. Studies three theories of justice (utilitarianism, libertarianism, and egalitarian liberalism) and brings them into conversation with other traditions of political thought (critical theory, communitarianism, republicanism, and post-structuralism). Readings cover foundational debates about equality, freedom, recognition, and power. ",U (Spring),,B. Zacka,Prereq: None 
24.05,Philosophy of Religion,3-0-9 units. HASS-H; CI-H,,"Uses key questions in the philosophy of religion to introduce tools of contemporary philosophy. Explores what defines a god, the possibility of the existence of gods, the potential conflict between religion and science, whether morality requires a divine author, and religious tolerance. ",U (Spring),,J. Spencer,Prereq: None 
24.06[J],Bioethics,3-0-9 units. HASS-H; CI-H,Same subject as STS.006[J],"Considers ethical questions that have arisen from the growth of biomedical research and the health-care industry since World War II. Should doctors be allowed to help patients end their lives? If so, when and how? Should embryos be cloned for research and/or reproduction? Should parents be given control over the genetic make-up of their children? What types of living things are appropriate to use as research subjects? How should we distribute scarce and expensive medical resources? Draws on philosophy, history, and anthropology to show how problems in bioethics can be approached from a variety of perspectives. ","['Acad Year 2022-2023: U (Fall)', 'Acad Year 2023-2024: Not offered']",,"R. Scheffler, H. Schilling",Prereq: None 
24.07,The Ethics of Climate Change,3-0-9 units. HASS-H; CI-H,,"Deals with ethical questions raised by the way in which our climate is changing as a result of fossil fuel consumption. Explores the moral problems raised by these effects, the obligations of individuals and governments, the difficulties involved in dealing with uncertainty, catastrophe, and the ethics of future generations. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Spring)']",,"C. Hare, K. Setiya",Prereq: None 
24.08[J],Philosophical Issues in Brain Science,3-0-9 units. HASS-H; CI-H,Same subject as 9.48[J],"An introduction to some central philosophical questions about the mind, specifically those intimately connected with contemporary psychology and neuroscience. Discussions focus on arguments over innate concepts; 'mental images' as pictures in the head; whether color is in the mind or in the world; and whether there can be a science of consciousness. Explains the relevant parts of psychology and neuroscience as the subject proceeds. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Fall)']",,E. J. Green,Prereq: None 
24.09,Minds and Machines,3-0-9 units. HASS-H; CI-H,,"Introduction to philosophy of mind. Can computers think? Is the mind an immaterial thing? Alternatively, is the mind the brain? How can creatures like ourselves think thoughts that are about things? Can I know whether your experiences are the same as mine when we both look at raspberries, fire trucks, and stoplights? Can consciousness be given a scientific explanation? ",U (Fall),,E. J. Green,Prereq: None 
24.111,Philosophy of Quantum Mechanics,3-0-9 units. HASS-H,,"Quantum mechanics is said to describe a world in which physical objects often lack ""definite"" properties, indeterminism creeps in at the point of ""observation,"" ordinary logic does not apply, and distant events are perfectly yet inexplicably correlated. Examination of these and other issues central to the philosophical foundations of quantum mechanics, with special attention to the measurement problem, no-hidden-variables proofs, and Bell's Inequalities. Rigorous approach to the subject matter nevertheless neither presupposes nor requires the development of detailed technical knowledge of the quantum theory. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Fall)']",,Staff,Prereq: None 
24.116,Philosophy of Statistics,3-0-9 units. HASS-H,,"Studies how to evaluate statistical hypotheses. Critically considers several prominent approaches, including frequentism (with its null hypotheses, test statistics, p-values), likelihoodism (with its likelihood ratios and relative support) and Bayesianism (with its priors, conditionalization, utilities). Focuses on foundations, not technicalities. Previous exposure to statistics will be helpful but isn't required. ","['U (Spring)', 'Not offered regularly; consult department']",,Staff,Prereq: None 
24.118,Paradox and Infinity,3-0-9 units. HASS-H,,"Presents highlights of the more technical side of philosophy. Studies a cluster of puzzles, paradoxes, and intellectual wonders - from the higher infinite to Godel's Theorem - and discusses their philosophical implications. Recommended prerequisites: 6.100A, 18.01. Limited to 100.",U (Spring),,X. Wu,Prereq: None 
24.120,Moral Psychology,3-0-9 units. HASS-H,,"An examination of philosophical theories of action and motivation in the light of empirical findings from social psychology, sociology and neuroscience. Topics include belief, desire, and moral motivation; sympathy and empathy; intentions and other committing states; strength of will and weakness of will; free will; addiction and compulsion; guilt, shame and regret; evil; self-knowledge and self-deception; virtues and character traits. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Fall)']",,E. J. Green,Prereq: None 
24.131,Ethics of Technology,3-0-9 units. HASS-H,,"Introduces the tools of philosophical ethics through application to contemporary issues concerning technology. Takes up current debates on topics such as privacy and surveillance, algorithmic bias, the promise and peril of artificial intelligence, automation and the future of work, and threats to democracy in the digital age from the perspective of users, practitioners, and regulatory/governing bodies. ",U (Spring),,K. Mills,Prereq: None 
24.132,Workshop in Ethical Engineering,2-0-1 units,,"Students study and apply a protocol for identifying and addressing ethical issues in a computer science, software development, or other engineering project. Builds a vocabulary to advocate for and justify ethical decisions in engineering contexts. For the final project, students either apply the protocol to a project they are working on, or develop their own protocol. ","['U (IAP)', 'Not offered regularly; consult department']",,Staff,Prereq: None 
24.133,Experiential Ethics,1-0-2 units,,"Examines the ethical context around students' summer internships, research, and other experiential learning activities. During the summer and through the first four weeks of the fall term, students engage in small group discussions of applied ethical practices and case studies. Throughout the subject, they explore their own moral values through a reflective final project that examines their engagement with ethics during their summer experience. Includes local field trips, practitioner interviews, and/or similar opportunities for interaction with professional ethics. Concludes with a showcase of final presentations. Students planning to take this subject must apply in the spring; consult program website for details.",U (Fall; partial term),,Staff,Prereq: None 
24.140[J],Literature and Philosophy,3-0-9 units. HASS-H,Same subject as 21L.452[J],"Highlights interactions between literary and philosophical texts, asking how philosophical themes can be explored in fiction, poetry, and drama. Exposes students to diverse modes of humanistic thought, interpretation, and argument, putting the tools and ideas of philosophy into conversation with those of the literary humanities. Students engage closely with selected literary and philosophical texts, explore selected topics in philosophy - such as ethics, epistemology, and aesthetics - through a literary lens, and participate in class discussion with peers and professors. Limited to 20.",U (Spring),,"M. Gubar, K. Setiya",Prereq: None 
24.150,"Liberalism, Toleration, and Freedom of Speech (New)",3-0-9 units. HASS-H,,"Examines the historical context in which the values of free speech and toleration emerged, the philosophical arguments that were made on their behalf, and the arguments that were and continue to be made against them. Considers arguments against free speech and examines free speech on contemporary college campuses. ",U (Fall),,"A. Byrne, B. Skow",Prereq: None 
24.200,Ancient Philosophy,3-0-9 units. HASS-H,,"Investigates the origins of Western philosophy in ancient Greece. Aims both to understand the philosophical questions the Greeks were asking on their own terms, and to assess their answers to them. Examines how a human being can lead a good life, the relationship between morality and happiness, our knowledge of the world around us, and the entities we need to appeal to in order to explain that world. Students taking graduate version complete additional assignments. ","['U (Spring)', 'Not offered regularly; consult department']",,Staff,Prereq: One Philosophy subject or permission of instructor 
24.201,Topics in the History of Philosophy,3-0-9 units. HASS-H,,"Close examination of a text, an author, or a theme in the history of philosophy. Can be repeated for credit with permission of the instructor and advisor. ",U (Fall),Can be repeated for credit.,"Fall: A. Raty, Spring: Staff",Prereq: One philosophy subject or permission of instructor 
24.211,Theory of Knowledge,3-0-9 units. HASS-H,,"Study of problems concerning our concept of knowledge, our knowledge of the past, our knowledge of the thoughts and feelings of ourselves and others, and our knowledge of the existence and properties of physical objects in our immediate environment. ",U (Fall),,R. White,Prereq: One philosophy subject 
24.212,Philosophy of Perception,3-0-9 units. HASS-H,,"In-depth examination of philosophical issues concerning perception, such as whether we see mind-independent physical objects or, alternatively, mind-dependent representations; whether perception is a source of theory-neutral observations or is affected by the perceiver's beliefs in a way that compromises the objectivity of science. Readings primarily drawn from contemporary literature in both philosophy and psychology. ",U (Fall),,E. J. Green,Prereq: None 
24.213,Philosophy of Film,3-0-9 units. HASS-H,,"Explores the philosophical analysis of cinematic art. Topics may include the nature of film, authorship, interpretation, ethical, narration, metaphor, meta-criticism, political and emotional engagement with the cinematic experience. ","['Acad Year 2022-2023: U (Spring)', 'Acad Year 2023-2024: Not offered']",,J. Khoo,Prereq: One philosophy subject or permission of instructor 
24.215,Topics in the Philosophy of Science,3-0-9 units. HASS-H,,"Close examination of a small number of issues central to recent philosophy of science, such as the demarcation problem, causal relations, laws of nature, underdetermination of theory by data, paradoxes of confirmation, scientific realism, the role of mathematics in science, elimination of bias, and the objectivity of scientific discourse. ",U (Fall),Can be repeated for credit.,B. Skow,Prereq: One philosophy subject 
24.221,Metaphysics,3-0-9 units. HASS-H,,"Study of basic metaphysical issues concerning existence, the mind-body problem, personal identity, and causation plus its implications for freedom. Classical as well as contemporary readings. Provides practice in written and oral communication. ",U (Fall),,M. Webber,Prereq: One philosophy subject 
24.222,"Decisions, Games and Rational Choice",3-0-9 units. HASS-H,,"Foundations and philosophical applications of Bayesian decision theory, game theory and theory of collective choice. Why should degrees of belief be probabilities? Is it always rational to maximize expected utility? If so, why and what is its utility? What is a solution to a game? What does a game-theoretic solution concept such as Nash equilibrium say about how rational players will, or should, act in a game? How are the values and the actions of groups, institutions and societies related to the values and actions of the individuals that constitute them? ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Spring)']",,V. McGee,Prereq: None 
24.230,Meta-ethics,3-0-9 units. HASS-H,,"Considers a range of philosophical questions about the foundations of morality, such as whether and in what sense morality is objective, the nature of moral discourse, and how we can come to know right from wrong. Instruction and practice in oral and written communication provided. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Fall)']",,J. Khoo,Prereq: One philosophy subject or permission of instructor 
24.231,Ethics,3-0-9 units. HASS-H,,"Systematic study of central theories in ethics, including egoism, act and rule utilitarianism, intuitionism, emotivism, rights theories, and contractualism. Discussion and readings also focus on problems associated with moral conflicts, justice, the relationship between rightness and goodness, objective vs. subjective moral judgments, moral truth, and relativism. Enrollment limited.",U (Fall),,T. Schapiro,Prereq: One philosophy subject 
24.234,"Global Justice, Gender, and Development",3-0-9 units,Subject meets with 24.634,"Addresses challenges in working towards global justice including poverty, food and water insecurity, healthcare disparities, human rights violations, violence and dislocation, and environmental risk. Focuses on gender and identity, locating the root causes of inequality within cultural, political and economic contexts. Designed to give a framework to understand gender dynamics. Teaches how to integrate gender sensitive strategies into development work. Classes, readings, and final projects illustrate how design and implementation of international development strategies can provide capacity building and income generation opportunities. Meets with EC.718[J] when offered concurrently. Students taking graduate version complete additional assignments. Limited to 20 total for versions meeting together.",U (Fall),,"S. Haslanger, L. McDonald",Prereq: None 
24.235[J],Philosophy of Law,3-0-9 units. HASS-H,Same subject as 17.021[J],"Examines fundamental issues in philosophy of law, such as the nature and limits of law and a legal system, and the relation of law to morality, with particular emphasis on the philosophical issues and problems associated with privacy, liberty, justice, punishment, and responsibility. Historical and contemporary readings, including court cases. Instruction and practice in oral and written communication provided. ","['U (Spring)', 'Not offered regularly; consult department']",,Staff,Prereq: One Philosophy subject or permission of instructor 
24.236,Topics in Social Theory and Practice,3-0-9 units. HASS-H,Subject meets with 24.636,"An in-depth consideration of a topic in social theory with reflection on its implications for social change. Examples of topics include race and racism; punishment and prison reform; global justice and human rights; gender and global care chains; environmentalism and industrial agriculture; bioethics, disability, and human enhancement; capitalism and commodification; and sexuality and the family. Readings draw from both social science and philosophy with special attention to the normative literature relevant to the issue. Students taking graduate version complete additional assignments. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Spring)']",,S. Haslanger,Prereq: One philsophy subject or permission of instructor 
24.237[J],Feminist Thought,3-0-9 units. HASS-H,"['Same subject as 17.007[J], WGS.301[J]', 'Subject meets with 17.006[J], 24.637[J]']","Analyzes theories of gender and politics, especially ideologies of gender and their construction; definitions of public and private spheres; gender issues in citizenship, the development of the welfare state, experiences of war and revolution, class formation, and the politics of sexuality. Graduate students are expected to pursue the subject in greater depth through reading and individual research. ",U (Spring),,"E. Wood, S. Haslanger",Prereq: None 
24.241,Logic I,3-0-9 units. HASS-H,,Introduction to the aims and techniques of formal logic. The logic of truth functions and quantifiers. The concepts of validity and truth and their relation to formal deduction. Applications of logic and the place of logic in philosophy. ,U (Fall),,J. Hunt,Prereq: None 
24.242,Logic II,3-0-9 units. HASS-H,,"The central results of modern logic: the completeness of predicate logic, recursive functions, the incompleteness of arithmetic, the unprovability of consistency, the indefinability of truth, Skolem-Löwenheim theorems, and nonstandard models. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Spring)']",,J. Hunt,Prereq: 24.241 or permission of instructor 
24.243,Classical Set Theory,3-0-9 units. HASS-H,,"Introduction to the basic concepts and results of standard, i.e., Zermelo-Fraenkel, set theory, the axioms of ZF, ordinal and cardinal arithmetic, the structure of the set-theoretic universe, the axiom of choice, the (generalized) continuum hypothesis, inaccessibles, and beyond. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Spring)']",,V. McGee,Prereq: 24.241 or permission of instructor 
24.244,Modal Logic,3-0-9 units. HASS-H,,"Sentential and quantified modal logic, with emphasis on the model theory (""possible worlds semantics""). Soundness, completeness, and characterization results for alternative systems. Tense and dynamic logics, epistemic logics, as well as logics of necessity and possibility. Applications in philosophy, theoretical computer science, and linguistics. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Spring)']",,Staff,Prereq: 24.241 
24.245,Theory of Models,3-0-9 units. HASS-H,,"Studies fundamental results in the model theory of the first-order predicate calculus. Includes completeness, compactness, Löwenheim-Skolem, omitting types, ultraproducts, and categoricity in a cardinal, starting with Tarski's definition of logical consequence, in terms of truth in a model. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Spring)']",,V. McGee,Prereq: 24.241 or permission of instructor 
24.251,Introduction to Philosophy of Language,3-0-9 units. HASS-H,,"Examines views on the nature of meaning, reference, and truth, and their bearing on the use of language in communication. No knowledge of logic or linguistics presupposed. Instruction and practice in oral and written communication provided. ",U (Spring),,D. Balcarras,Prereq: One philosophy subject 
24.252,Language and Power,3-0-9 units. HASS-H,,"Explores topics at the intersection of philosophy of language and social/political philosophy. Topics may include linguistic harm, free speech, speech in non-cooperative contexts (lying, insincerity, antagonistic interlocutors), propaganda, pejoratives, and the relationship of language to features of the social world (race, gender, ideology). Instruction and practice in oral and written communication provided. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Spring)']",,"S. Berstler, J. Khoo",Prereq: One philosophy subject or permission of instructor 
24.253,Philosophy of Mathematics,3-0-9 units. HASS-H,,"Philosophical issues about or related to mathematics, including the existence and nature of basic mathematical objects such as numbers and sets, how we can come to have knowledge of such objects, the status of mathematical truth, the relation of mathematics to logic, and whether classical logic can be called into question. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Spring)']",,Staff,Prereq: One philosophy subject or permission of instructor 
24.260,Topics in Philosophy,3-0-9 units. HASS-H,,"Close examination of a single book, or group of related essays, with major significance in recent philosophy. Subject matter varies from year to year. Intended primarily for majors and minors in philosophy. Opportunities are provided for oral presentation. Students will be required to revise at least one paper in response to instructor's comments. ",U (Fall),,C. Hare,Prereq: Two subjects in philosophy 
24.280,Foundations of Probability,3-0-9 units. HASS-H,,"Topics include probability puzzles, common fallacies in probabilistic reasoning, defenses and criticisms of Kolmogorov's axiomatization, interpretations of probability (including the frequency, logical, propensity, and various subjectivist interpretations), the relation of objective chance to rational subjective credence, conditional probability, rules for updating probability, and proposals for supplementing the probability calculus with further principles. ",U (Spring),,R. White,Prereq: One philosophy subject or one subject on probability 
24.292,Independent Study: Philosophy,Units arranged,,Open to qualified students who wish to pursue special studies or projects. Students electing this subject must consult the undergraduate officer. ,U (Fall),,Staff,Prereq: Any two subjects in philosophy 
24.293,Independent Study: Philosophy,Units arranged,,Open to qualified students who wish to pursue special studies or projects. Students electing this subject must consult the undergraduate officer. ,U (Spring),,Staff,Prereq: Any two subjects in philosophy 
24.S00,Special Subject: Philosophy,3-0-9 units,,Undergraduate subject that covers topics not offered in the regular curriculum. Consult department to learn of offerings for a particular term. ,"U (Fall, Spring)",Can be repeated for credit.,Staff,Prereq: None 
24.S20,Special Subject: Philosophy,3-0-9 units,,Undergraduate subject that covers topics not offered in the regular curriculum. Consult department to learn of offerings for a particular term. ,"U (Fall, Spring)",Can be repeated for credit.,Staff,Prereq: One philosophy subject or permission of instructor 
24.UR,Undergraduate Research,Units arranged [P/D/F],,"Research opportunities in linguistics and philosophy. For further information, consult the departmental coordinators. ","U (Fall, IAP, Spring, Summer)",Can be repeated for credit.,Staff,Prereq: None 
24.URG,Undergraduate Research,Units arranged,,Research opportunities in linguistics and philosophy. For further information consult the departmental coordinators. ,"U (Fall, IAP, Spring, Summer)",Can be repeated for credit.,Staff,Prereq: None 
24.191,"Being, Thinking, Doing (or Not): Ethics in Your Life",2-0-4 units,,"Provides an opportunity to explore a wide range of ethical issues through guided discussions that are geared to equip students for ongoing reflection and action. Lectures and discussions with guest faculty, as well as attendance at on-and off-campus events, expose students to ethical problems and resources for addressing them. Encourages students to work collaboratively as they clarify their personal and vocational principles. Topics vary each term and will reflect the interests of those enrolled. ",U (Spring),,Staff,Prereq: None 
24.192,"Language, Information, and Power",2-0-4 units,,"Explores foundational issues about language and communication by investigating different ways language and its use affects various aspects of lived experience. Topics include speech act theory, lying, propaganda, censorship, expressions of knowledge, communication in non-cooperative contexts. ","['U (Fall)', 'Not offered regularly; consult department']",,J. Khoo,Prereq: One philosophy subject or permission of instructor 
24.400,Proseminar in Philosophy I,6-0-18 units,,Advanced study of the basic problems of philosophy. Intended for first-year graduate students in philosophy. ,G (Fall),,"A. Byrne, J. Spencer",Prereq: Permission of instructor 
24.401,Proseminar in Philosophy II,6-0-18 units,,Advanced study of the basic problems of philosophy. Intended for first-year graduate students in philosophy. ,G (Spring),,"C. Hare, J. Khoo",Prereq: Permission of instructor 
24.410,Topics in the History of Philosophy,3-0-9 units,,Intensive study of a philosopher or philosophical movement. Content varies from year to year and subject may be taken repeatedly with permission of instructor and advisor. ,"['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Fall)']",Can be repeated for credit.,Staff,Prereq: Permission of instructor 
24.420,Ancient Philosophy,3-0-9 units,,"Investigates the origins of Western philosophy in ancient Greece. Aims both to understand the philosophical questions the Greeks were asking on their own terms, and to assess their answers to them. Examines how a human being can lead a good life, the relationship between morality and happiness, our knowledge of the world around us, and the entities we need to appeal to in order to explain that world. Students taking graduate version complete additional assignments. ","['G (Spring)', 'Not offered regularly; consult department']",,Staff,Prereq: Permission of instructor 
24.500,Topics in Philosophy of Mind,3-0-9 units,,"Selected topics in philosophy of mind. Content varies from year to year. Topics may include consciousness, mental representation, perception, and mental causation. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Fall)']",Can be repeated for credit.,A. Byrne,Prereq: Permission of instructor 
24.501,Problems in Metaphysics,3-0-9 units,,Systematic examination of selected problems in metaphysics. Content varies from year to year and subject may be taken repeatedly with permission of instructor and advisor. ,G (Spring),Can be repeated for credit.,J. Spencer,Prereq: Permission of instructor 
24.502,Topics in Metaphysics and Ethics,3-0-9 units,,"Systematic examination of selected problems concerning the relation between metaphysics and ethics, for example questions about personal identity and its relation to issues about fairness and distribution, or questions about the relation between causation and responsibility. Content may vary from year to year, and the subject may be taken repeatedly with the permission of the instructor and the student's advisor. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Spring)']",Can be repeated for credit.,"J. Khoo, T. Schapiro",Prereq: Permission of instructor 
24.503,Topics in Philosophy of Religion,3-0-9 units,,"Selected topics in philosophy of religion. Content varies from year to year. Topics may include the traditional arguments for the existence of God, religious experience, the problem of evil, survival after death, God and ethics. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Fall)']",Can be repeated for credit.,A. Byrne,Prereq: Permission of instructor 
24.504,Topics in Aesthetics,3-0-9 units,,"Selected topics in aesthetics. Content varies from year to year. Topics may include the definition of art, the expression of emotion in music, the nature of depiction, the role of artists intentions in interpretation, and the relationship between moral and aesthetic value. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Fall)']",Can be repeated for credit.,B. Skow,Prereq: Permission of instructor 
24.601,Topics in Moral Philosophy,3-0-9 units,,Systematic examination of selected problems in moral philosophy. Content varies from year to year. Subject may be repeated only with permission of instructor and advisor. ,G (Fall),,"T. Schapiro, K. Setiya",Prereq: Permission of instructor 
24.602,Topics in the Philosophy of Agency,3-0-9 units,,Systematic examination of selected problems in the theory of agency. Content varies from year to year and subject may be taken repeatedly with permission of instructor and advisor. ,"['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Spring)']",Can be repeated for credit.,T. Schapiro,Prereq: Permission of instructor 
24.611[J],Political Philosophy,3-0-9 units,Same subject as 17.000[J],See description under subject 17.000[J]. ,"['Acad Year 2022-2023: G (Fall, Spring)', 'Acad Year 2023-2024: Not offered']",Can be repeated for credit.,Fall: B. Zacka. Spring: B. Skow,Prereq: Permission of instructor 
24.634,"Global Justice, Gender, and Development",3-0-9 units,Subject meets with 24.234,"Addresses challenges in working towards global justice including poverty, food and water insecurity, healthcare disparities, human rights violations, violence and dislocation, and environmental risk. Focuses on gender and identity, locating the root causes of inequality within cultural, political and economic contexts. Designed to give a framework to understand gender dynamics. Teaches how to integrate gender sensitive strategies into development work. Classes, readings, and final projects illustrate how design and implementation of international development strategies can provide capacity building and income generation opportunities. Meets with EC.798 when offered concurrently. Students taking graduate version complete additional assignments. Limited to 20 total for versions meeting together.",G (Fall),,"S. Haslanger, L. McDonald",Prereq: None 
24.635,Topics in Critical Social Theory,3-0-9 units,,"Explores topics arising within critical race theory, feminist theory, queer theory, disability studies, working class studies, and related interdisciplinary efforts - both historical and contemporary - to understand and promote social justice. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Fall)']",Can be repeated for credit.,S. Haslanger,Prereq: Permission of instructor 
24.636,Topics in Social Theory and Practice,3-0-9 units,Subject meets with 24.236,"An in-depth consideration of a topic in social theory with reflection on its implications for social change. Examples of topics include race and racism; punishment and prison reform; global justice and human rights; gender and global care chains; environmentalism and industrial agriculture; bioethics, disability, and human enhancement; capitalism and commodification; and sexuality and the family. Readings draw from both social science and philosophy with special attention to the normative literature relevant to the issue. Students taking graduate version complete additional assignments. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Spring)']",,S. Haslanger,Prereq: None 
24.637[J],Feminist Thought,3-0-9 units,"['Same subject as 17.006[J]', 'Subject meets with 17.007[J], 24.237[J], WGS.301[J]']",See description under subject 17.006[J]. ,G (Spring),,E. Wood,"Prereq: Permission of instructor, based on previous coursework "
24.711,Topics in Philosophical Logic,3-0-9 units,,"Problems of ontology, epistemology, and philosophy of language that bear directly on questions about the nature of logic and the conceptual analysis of logical theory, such as logical truth, logical consequence, and proof. Content varies from year to year and subject may be taken repeatedly upon permission of instructor and advisor. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Spring)']",Can be repeated for credit.,V. McGee,Prereq: Permission of instructor 
24.729,Topics in Philosophy of Language,3-0-9 units,,Major issues in the philosophy of language. Topics change each year and subject may be taken repeatedly with permission of instructor. ,"G (Fall, Spring)",Can be repeated for credit.,Fall: S. Berstler. Spring: R. Stalnaker,Prereq: Permission of instructor 
24.805,Topics in Theory of Knowledge,3-0-9 units,,Major issues in theory of knowledge. Topics change each year and subject may be taken repeatedly with permission of instructor. ,"G (Fall, Spring)",Can be repeated for credit.,"Fall: K. Dorst, R. White. Spring: E. Woodard",Prereq: Permission of instructor 
24.810,Topics in Philosophy of Science,3-0-9 units,,"Topics in the foundations of science: the nature of concepts and theories, the distinction between empirical and theoretical knowledge claims, realist and instrumentalist interpretation of such claims, and the analysis of scientific explanation. The central topic varies from year to year. Subject may be taken repeatedly with the permission of instructor and advisor. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Fall)']",Can be repeated for credit.,Staff,Prereq: Permission of instructor 
24.891,Independent Study: Philosophy,Units arranged,,Open to qualified graduate students in philosophy who wish to pursue special studies or projects. Consult with the intended supervisor and the Chair of the Committee on Graduate Students in Philosophy before registering. ,"G (Fall, Spring, Summer)",Can be repeated for credit.,B. Skow,Prereq: Permission of instructor 
24.892,Independent Study: Philosophy,Units arranged [P/D/F],,Open to qualified graduate students in philosophy who wish to pursue special studies or projects. Consult with the intended supervisor and the Chair of the Committee on Graduate Students in Philosophy before registering. ,"G (Fall, Spring, Summer)",Can be repeated for credit.,Consult B. Skow,Prereq: Permission of instructor 
24.893,Dissertation Workshop,2-0-1 units,,Workshop for students working on their dissertations. Restricted to Philosophy doctoral students.,"G (Fall, Spring)",,S. Berstler,Prereq: Permission of instructor 
24.894,Placement Workshop,2-0-1 units,,"Workshop for students planning to apply for academic jobs in the following year. Advice and feedback on preparation of application materials, including writing sample, thesis abstract, and course syllabi. Limited to philosophy graduate students.","G (Fall, Spring)",Can be repeated for credit.,S. Haslanger,Prereq: None 
24.899,Topics in Linguistics and Philosophy,3-0-9 units,,Selected topics at the intersection of linguistics and philosophy. Intended for graduate students in either linguistics or philosophy. Topics vary from year to year. ,"['G (Fall)', 'Not offered regularly; consult department']",Can be repeated for credit.,"K. von Fintel, S. Iatridou, J. Khoo",Prereq: Permission of instructor 
24.THG,Graduate Thesis,Units arranged,,"Program of research and writing of thesis, to be arranged by the student with supervising committee. ","G (Fall, IAP, Spring, Summer)",Can be repeated for credit.,Staff,Prereq: Permission of instructor 
24.S40,Special Seminar: Philosophy,3-0-9 units,,Graduate subject that covers topics not offered in the regular curriculum. Consult department to learn of offerings for a particular term. ,G (Fall),Can be repeated for credit.,Staff,Prereq: None 
24.S41,Special Seminar: Philosophy,3-0-9 units,,Graduate subject that covers topics not offered in the regular curriculum. Consult department to learn of offerings for a particular term. ,"G (Fall, Spring)",,Staff,Prereq: Permission of instructor 
